uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn	pointedness	elongation	polarasymmetry	volume
1_51_2020	2020	1_51	1	51	1_51	E			1.1932	0.77152	0.19319	0.29615	500	19.018	15.021					281128556	281174103	143	5	5	5	46.2	0	CortDose	Cort	SY	19	109	27.7	21.75	125	30				4	0	1	4	0.5648017	1.272579787	1.443429914	2.155432352
1_348_2020	2020	1_348	1	348	1_348	A			1.227	0.73868	0.22702	0.35377	469	19.59	14.867					278172096		139	6	4	0	0	0	Validation	BDA	ASY	25.5	110	28.1											0.584617968	1.328501162	1.52029626	2.157313979
1_60_2021	2021	1_60	1	60	1_60	E			1.2773	0.78569	0.2773	0.27277	483	18.79	15.171					281128458	281174131	137	5	5			5	Cold_Snap	Cold_Control	ASY	21	119	28.6	19.5	124	28.9								0.577910132	1.23935371	1.867065947	2.158753233
2_29_2020	2020	2_29	2	29	2_29	F			1.1927	0.76359	0.19269	0.30961	535	19.147	14.84					272107361	272107257	140	6	5	5	54.1	0	CortDose	Control	ASY	22.5	117	28.4	19.5	122	28.5				5	0	0	5	0.570826961	1.288596265	1.458841961	2.159107019
2_37_2020	2020	2_37	2	37	2_37	E			1.2315	0.70102	0.23146	0.4265	619	20.272	14.539					278171877	272106914	140	5	5	5	81.8	0	CortDose	Cort	ASY	21.5	116	28.6	22	124	28.7				1	3	0	4	0.577754684	1.398790222	1.526757547	2.160409626
2_21_2021	2021	2_21	2	21	2_21	B			1.18	0.69744	0.17996	0.43382	517	20.425	14.252					281128555		137	5	4			4	Carryover	Prev_Cort	ASY	23.5	116	28.7											0.558143494	1.422718438	1.480396817	2.160708622
2_25_2021	2021	2_25	2	25	2_25	B			1.1697	0.71436	0.16974	0.39985	438	20.082	14.765					272107361		135	6	6			6	Carryover	Prev_Control	ASY	22	113	28.6											0.565574001	1.380257601	1.446007201	2.160755837
1_77_2020	2020	1_77	1	77	1_77	E			1.182	0.71952	0.18198	0.38981	511	19.941	14.795					240150391	281174443	148	5	4	4	50	0	CortDose	Cort	SY	24	112	28.6	20	118	28.9				1	1	0	2	0.560710454	1.364446206	1.457128338	2.160836062
2_84_2020	2020	2_84	2	84	2_84	E			1.3487	0.65525	0.34875	0.52613	573	21.102	14.29					281174504	281128563	140	5	5	5	60.5	0	CortDose	Control	SY	21	112	29	20	120	28.9				0	5	0	5	0.602338516	1.481580972	2.364051465	2.162435015
1_89_2021	2021	1_89	1	89	1_89	B	1.9		1.2013	0.71566	0.20132	0.39731	450	20.028	14.724					281174455	281174549	136	5	5			5	Cold_Snap	Cold_Cold	SY	21.5	114	28.2	20	119	28.3								0.564058972	1.373738205	1.745202033	2.162660176
2_10_2021	2021	2_10	2	10	2_10	F			1.1248	0.83858	0.12484	0.1925	362	18.051	15.243					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.535632069	1.174639202	1.432687658	2.162930727
1_338_2020	2020	1_338	1	338	1_338	A			1.2695	0.67796	0.26954	0.47502	554	20.716	14.414					212110288		139	5	5	0	0	0	Validation	BCA	ASY	22	116	27.7											0.585098812	1.426659801	1.792486782	2.164050081
1_358_2020	2020	1_358	1	358	1_358	A			1.2263	0.7626	0.2263	0.3113	646	19.143	14.837					240150384		145	4	4	0	0	0	Validation	BCA	SY	20	113	28.1											0.580204637	1.282210394	1.640692406	2.164844692
1_88_2021	2021	1_88	1	88	1_88	A			1.2317	0.72203	0.23169	0.38497	443	19.897	14.605					281174805		139	5	0			0	Cold_Snap		SY	18.5	114	28.4											0.57626587	1.359721914	1.621083467	2.16546739
1_353_2020	2020	1_353	1	353	1_353	A			1.2071	0.80099	0.20712	0.24845	525	18.614	15.467					281128704		143	5	5	0	0	0	Validation	BDA	ASY	22	121	27.8											0.560821752	1.208064734	1.607284029	2.16571143
2_4_2021	2021	2_4	2	4	2_4	B			1.2114	0.7453	0.2114	0.3417	387	19.479	14.783					281174442		137	6	0			0	Cold_Snap		SY	21	116	29.1				281128703	2020	1_312					0.575911085	1.318389122	1.619456095	2.166020149
2_35_2020	2020	2_35	2	35	2_35	A			1.1442	0.76675	0.14424	0.30421	497	19.204	14.648					281174509	281128516	139	6	6	6	60.5	0	CortDose	Control	SY	22	116	28.6	19	119	29.1				1	5	0	6	0.567895661	1.294567298	1.182667338	2.167589891
1_350_2020	2020	1_350	1	350	1_350	A			1.1916	0.75543	0.19156	0.32374	537	19.318	14.848					212110278	240150390	131	6	6	0	0	0	Validation	BCC	ASY	25	115	27.5	20.25	115	27								0.567404987	1.303115819	1.3684557	2.168013853
2_54_2021	2021	2_54	2	54	2_54	D	2.4	3t6	1.1792	0.67652	0.17923	0.47815	547	20.85	14.444				Noted that label might be wrong	281128598		132	6	0			0	Carryover	Prev_Control	ASY	23.25	114	28.1											0.543476549	1.440346482	1.563304903	2.168745821
2_34_2021	2021	2_34	2	34	2_34	A			1.803	0.74047	0.18028	0.35049	405	19.702	14.658					281174509		137	6	0			0	Carryover	Prev_Control	ASY	22	114	27.5											0.584989955	1.349237351	1.223735072	2.168772327
2_44_2021	2021	2_44	2	44	2_44	C			1.2234	0.69911	0.22338	0.43039	508	20.36	14.461					281174601	281174016	135	5	4			3	Cold_Snap	Cold_Cold	ASY	23	118	27.9	19.5	122	28.8								0.575635444	1.408821098	1.548560773	2.170032897
2_77_2021	2021	2_77	2	77	2_77	F			1.1822	0.78579	0.18224	0.2726	410	18.863	14.987					281174006		135	6	0			0	Cold_Snap		ASY	21	118	27.9											0.567363836	1.25867074	1.633849814	2.171220483
1_381_2020	2020	1_381	1	381	1_381	A			1.2448	0.73492	0.24485	0.36069	514	19.632	14.569					88004749		140	6	6	0	0	0	Validation	BDC	ASY	24.25	120	28.3											0.588845224	1.336426877	1.805700639	2.171681783
2_127_2020	2020	2_127	2	127	2_127	B			1.1265	0.7268	0.1265	0.376	346	19.947	14.684					281174515		142	6	0	0	0	0	CortDose	Control	SY	21.5	114	28.2											0.553667061	1.363085728	1.172321028	2.173878268
1_78_2021	2021	1_78	1	78	1_78	B			1.1571	0.72878	0.15705	0.37216	506	19.865	14.614					278172231		129	4	3			0	Cold_Snap		ASY	23	115	27.8											0.545548018	1.362623624	1.601617559	2.174919359
2_39_2021	2021	2_39	2	39	2_39	D			1.2588	0.75336	0.25882	0.32738	398	19.375	14.947					281174994		138	6	0			0	Cold_Snap		SY	18	110	27.9											0.589339016	1.303342713	1.795397462	2.17876406
1_34_2021	2021	1_34	1	34	1_34	E	1.7		1.1574	0.74471	0.15736	0.34281	419	19.577	14.693					281174128		133	6	0			0	Cold_Snap		SY	21	115	29.1				278172095	2020	1_303					0.561705724	1.321786452	1.419529026	2.178991644
2_44_2021	2021	2_44	2	44	2_44	D			1.2441	0.73627	0.24407	0.35821	493	19.729	14.726					281174601	281174016	135	5	4			3	Cold_Snap	Cold_Cold	ASY	23	118	27.9	19.5	122	28.8								0.589187099	1.340981586	1.598169778	2.179386221
1_319_2020	2020	1_319	1	319	1_319	A			1.1933	0.68189	0.19327	0.4665	516	20.814	14.297					240150378		139	5	4	0	0	0	Validation	BCC	ASY	23	111	28											0.566689667	1.441842248	1.429999779	2.180763367
1_302_2020	2020	1_302	1	302	1_302	B			1.1551	0.7368	0.15508	0.35727	395	19.743	14.671					240150385		143	6	6	0	0	0	Validation	BCC	SY	20.5													0.565610589	1.343986393	1.30249848	2.181382212
2_25_2021	2021	2_25	2	25	2_25	F			1.1522	0.75417	0.15219	0.32595	428	19.429	14.881					272107361		135	6	6			6	Carryover	Prev_Control	ASY	22	113	28.6											0.558699421	1.308129751	1.3088374	2.183249308
1_303_2020	2020	1_303	1	303	1_303	E			1.1934	0.72017	0.1934	0.38856	522	20.014	14.545					278172095	240151291	136	6	6	0	0	0	Validation	BDA	ASY	24	123	27.6	21	115	28.4								0.578971434	1.343399079	1.049709073	2.183502612
2_90_2020	2020	2_90	2	90	2_90	A			1.2306	0.78394	0.23056	0.27561	452	18.914	15.52					281174511	281174524	142	6	6	6	50.9	0	CortDose	Control	SY	20	120	28.8	19.5	121	28.6				4	2	0	6	0.559895778	1.244281819	1.720825562	2.186097396
1_104_2021	2021	1_104	1	104	1_104	C			1.2108	0.655	0.21078	0.52671	459	21.312	14.115					240150383		137	6	6			6	Carryover	Prev_Cort	ASY	21.25	114	28											0.568088541	1.499274982	1.420190526	2.1885772
2_84_2021	2021	2_84	2	84	2_84	B			1.2544	0.62383	0.25439	0.603	597	22.07	14.123					281174504		137	5	0			0	Carryover	Prev_Control	ASY	22	114	29.1											0.571247501	1.561319738	2.006902935	2.189766866
2_54_2021	2021	2_54	2	54	2_54	E	2.1	3t6	1.1889	0.7224	0.18894	0.38428	526	20.009	14.964				Noted that label might be wrong	281128598		132	6	0			0	Carryover	Prev_Control	ASY	23.25	114	28.1											0.546343903	1.34182153	1.518556921	2.192015741
1_397_2020	2020	1_397	1	397	1_397	F			1.1843	0.77247	0.18427	0.29454	507	19.119	15.305					240150386		144	6	6	0	0	0	Validation	BCC	SY	22.5	110	28.6											0.560056393	1.265720983	1.72122385	2.1924096
1_22_2021	2021	1_22	2	22	2_22	E			1.1545	0.77845	0.15448	0.2846	427	19.033	15.216					281128464		138	5	0			0	Cold_Snap		SY	21.5	118	28.4											0.564460249	1.250614291	1.132873001	2.197643899
1_109_2021	2021	1_109	1	109	1_109	B			1.2373	0.75045	0.23734	0.33254	496	19.454	14.963					281174807		138	6	0			0	Cold_Snap		SY	20.5	117	28.3											0.580014518	1.299792609	1.727149144	2.198505511
2_72_2021	2021	2_72	2	72	2_72	A			1.2279	0.7761	0.2279	0.2885	350	19.066	15.273					281174417	281174347	137	6	6			6	Cold_Snap	Cold_Cold	SY	21	121	28.6	20	125	29.9	240150385	2020	1_302					0.568475333	1.272289371	1.607453083	2.198572993
2_82_2021	2021	2_82	2	82	2_82	A			1.295	0.7317	0.29503	0.36668	433	19.808	14.754					281174004		135	6	5			5	Cold_Snap	Cold_Control	SY	22.5	116	28.9											0.583699548	1.334507349	1.982025201	2.200251641
1_91_2021	2021	1_91	1	91	1_91	D	2.1		1.1814	0.73325	0.18143	0.36378	436	19.842	14.76					281174003	281174101	134	6	4			4	Cold_Snap	Cold_Cold	ASY	23.5	119	28.8	18.5	123	29.2								0.572345664	1.352301114	1.399589572	2.200912344
2_63_2021	2021	2_63	2	63	2_63	A	1.8		1.1792	0.76344	0.17918	0.30987	470	19.279	15.126					281174699		131	6	5			0	Cold_Snap	Cold_Control	ASY	23	116	28.1											0.572154151	1.287194199	1.316227428	2.201104317
2_74_2020	2020	2_74	2	74	2_74	B			1.2526	0.67075	0.25262	0.49088	525	21.028	14.424					281128550	240150400	137	6	6	6	61.4	0	CortDose	Cort	SY	22.5	116	29.7	19.5	116	28.3				2	1	0	3	0.582725533	1.453267825	1.698319905	2.202074743
1_105_2020	2020	1_105	1	105	1_105	C			1.2213	0.68386	0.22135	0.46229	517	20.773	14.181					240150383		144	5	4	4	27.7	0	CortDose	Cort	SY	20	112	27.6							0	2	2	2	0.57689961	1.450567576	1.497118229	2.202325676
1_89_2021	2021	1_89	1	89	1_89	E	2		1.2508	0.72201	0.25076	0.38502	446	19.972	14.611					281174455	281174549	136	5	5			5	Cold_Snap	Cold_Cold	SY	21.5	114	28.2	20	119	28.3								0.564374258	1.350866411	1.96157129	2.202606109
1_61_2020	2020	1_61	1	61	1_61	A			1.2126	0.767	0.2126	0.3038	276	19.285	14.914					281128560	281174115	146	5	5	5	49.8	0	CortDose	Control	SY	21.5	116	27.9	18.75	120	28.4				3	1	0	4	0.565492507	1.285096209	1.57552107	2.204973642
2_122_2020	2020	2_122	2	122	2_122	C			1.2744	0.68933	0.27444	0.45068	566	20.599	14.609					281174525		153	6	5	5	61.3	0	CortDose	Cort	ASY	23	118	29.4							1	4	0	5	0.582782133	1.410454013	1.965532329	2.206234792
2_84_2021	2021	2_84	2	84	2_84	E			1.1825	0.72591	0.18252	0.37758	541	19.958	14.919					281174504		137	5	0			0	Carryover	Prev_Control	ASY	22	114	29.1											0.562813542	1.346071983	1.635004557	2.206504761
2_7_2020	2020	2_7	2	7	2_7	E			1.1636	0.80373	0.1636	0.24419	495	18.686	15.363					281128548	272107789	138	5	5	5	63.4	0	CortDose	Control	SY	21	114	28.3	22	123	29.1				1	4	0	5	0.563030678	1.229722447	1.399027809	2.207032041
2_91_2020	2020	2_91	2	91	2_91	F			1.2117	0.75136	0.21166	0.33093	485	19.505	14.831					278172469	281174702	140	6	1	1	10.8	0	CortDose	Cort	SY	22	120	28.3	19.5	120	28.2	278172407	2019	4_71	0	1	0	1	0.573011705	1.302166803	1.677749766	2.207630171
2_12_2021	2021	2_12	2	12	2_12	A			1.1937	0.77557	0.19371	0.28937	431	19.177	15.14					281174995		138	6	0			0	Cold_Snap		SY	18.25	122	28.2											0.566070383	1.274301142	1.503502882	2.208759023
1_94_2020	2020	1_94	1	94	1_94	A			1.2316	0.77624	0.23161	0.28826	507	19.071	14.707					281128451	281174101	142	5	5	5	50.5	0	CortDose	Control	SY	20.75	110	26.6	19	120	28.4				4	1	0	5	0.564873104	1.265590348	1.994167304	2.210060093
1_309_2020	2020	1_309	1	309	1_309	C			1.2857	0.64881	0.28566	0.54128	501	21.528	14.344				Left to right in first row then second row	272107378	240150395	134	6	6	0	0	0	Validation	BCA	ASY	24	113	27.3	20	123	28								0.578473569	1.498502494	1.999767326	2.21011095
2_2_2021	2021	2_2	2	2	2_2	E			1.2908	0.67096	0.29083	0.49041	447	21.082	14.206					272108250		138	6	0			0	Cold_Snap		ASY	20	113	28.9											0.58903092	1.46071816	1.594260409	2.211504065
2_76_2020	2020	2_76	2	76	2_76	A			1.1768	0.7535	0.1768	0.3271	695	19.523	14.93					281128564	281174450	152	4	3	3	37.6	0	CortDose	Cort	SY	21.5	113	29.4	18.5	118	28.3				2	1	0	3	0.566872995	1.304312569	1.318030449	2.211735444
1_309_2020	2020	1_309	1	309	1_309	D			1.2452	0.66259	0.24523	0.50923	490	21.284	14.344				Left to right in first row then second row	272107378	240150395	134	6	6	0	0	0	Validation	BCA	ASY	24	113	27.3	20	123	28								0.564342353	1.477078793	1.688187382	2.212864844
2_10_2021	2021	2_10	2	10	2_10	B			1.1523	0.78703	0.15226	0.2706	378	18.925	15.058					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.551529935	1.247170962	1.479953664	2.213514606
2_124_2020	2020	2_124	2	124	2_124	A			1.1378	0.83269	0.13782	0.20093	446	18.271	15.271					278171872	281174105	139	6	4	0	0	0	CortDose	Cort	ASY	21.5	116	28.9	20	116	29								0.566324355	1.207884241	1.22857774	2.213863087
1_48_2021	2021	1_48	1	48	1_48	A			1.2033	0.7569	0.20332	0.32117	427	19.462	14.839					281174343	281174964	139	5	3			3	Cold_Snap	Cold_Control	ASY	16.5	111	27.4				281174518	2020	2_17					0.562201194	1.300729694	1.605097599	2.214144926
2_120_2020	2020	2_120	2	120	2_120	A			1.2446	0.6917	0.2446	0.4456	633	20.656	14.566					281128552	281174104	139	5	5	5	71.1	0	CortDose	Control	SY	23	115	29.4	17	122	28				0	4	0	4	0.56682342	1.411904569	1.755052272	2.216093091
1_105_2020	2020	1_105	1	105	1_105	B			1.2126	0.72612	0.21255	0.37719	496	19.96	14.793					240150383		144	5	4	4	27.7	0	CortDose	Cort	SY	20	112	27.6							0	2	2	2	0.576143871	1.347087054	1.453332588	2.217922113
2_48_2020	2020	2_48	2	48	2_48	F			1.1867	0.70374	0.1867	0.42098	437	20.497	14.75					281174501	281128773	135	6	5	5	51.9	0	CortDose	Cort	SY	22	112	28.4	20.5	127	28.6				1	4	0	5	0.565357466	1.399863382	1.35496893	2.21982515
2_66_2020	2020	2_66	2	66	2_66	A			1.2592	0.7729	0.2592	0.2938	632	19.157	15.122					278172163	272107774	142	4	4	4	35.7	0	CortDose	Control	ASY	22.5	119	29.3	20	120	28.3				1	3	0	4	0.587937177	1.259663894	1.636004088	2.220099544
1_45_2021	2021	1_45	1	45	1_45	A			1.1637	0.78437	0.16372	0.2749	458	19.007	14.838					281174806		139	5	0			0	Cold_Snap		SY	17.5	114	28.9											0.553667526	1.263389933	1.498976665	2.220140627
1_23_2021	2021	1_23	1	23	1_23	E	1.7		1.207	0.75995	0.20699	0.31588	424	19.422	15.031					281174116	281128482	135	5	4			3	Cold_Snap	Cold_Control	SY	21.5	117	27.8	20.5	119	29.1	272107378	2020	1_309					0.569620449	1.290239125	1.726804761	2.222564464
2_14_2021	2021	2_14	2	14	2_14	B			1.2115	0.7337	0.2115	0.36289	412	19.824	14.756					281174503	272107816	133	6	6			6	Carryover	Prev_Control	ASY	23.5	120	28.5	18.5	121	28.5								0.580286142	1.351377497	1.551836464	2.223352557
2_38_2021	2021	2_38	2	38	2_38	B			1.1617	0.71387	0.16169	0.40082	447	20.261	14.513					278171877		136	6	0			0	Carryover	Prev_Cort	ASY	22.5	116	28.8											0.582912227	1.407509773	1.202942719	2.224871377
1_114_2021	2021	1_114	1	114	1_114	F			1.2436	0.69952	0.2436	0.42955	418	20.453	14.756					281174134	281174328	136	6	4			4	Cold_Snap	Cold_Control	SY	22	114	28.3	20.75	121	29	240150375	2020	1_437					0.59090468	1.388816372	1.5414083	2.225207163
2_23_2021	2021	2_23	2	23	2_23	D	2		1.2116	0.71225	0.21159	0.404	549	20.268	14.837					281128452	281174017	133	5	5			4	Cold_Snap	Cold_Cold	SY	21.5	121	27.5	18.25	119	26.3								0.566698762	1.372206607	1.491823116	2.225435067
2_7_2020	2020	2_7	2	7	2_7	A			1.1624	0.81611	0.16236	0.22532	502	18.566	15.74					281128548	272107789	138	5	5	5	63.4	0	CortDose	Control	SY	21	114	28.3	22	123	29.1				1	4	0	5	0.561467532	1.213326049	1.372932903	2.22573652
2_107_2020	2020	2_107	2	107	2_107	A			1.2018	0.8024	0.2018	0.2463	539	18.766	15.25					281174505		140	5	0	0	0	0	CortDose	Control	SY	22	117	28.3											0.568761133	1.231881961	1.528202061	2.228493743
2_115_2020	2020	2_115	2	115	2_115	A			1.134	0.81776	0.13402	0.22285	499	18.569	15.356					272107217	272107690	133	6	4	4	41.9	0	CortDose	Control	ASY	23.75	119	28.9	22.5	127	29.2				2	2	0	4	0.539417993	1.20887339	1.416873779	2.230629039
1_422_2020	2020	1_422	1	422	1_422	A			1.1904	0.69933	0.19044	0.42994	573	20.613	14.916					240150376		137	5	5	0	0	0	Validation	BCC	ASY	25	118	28.2											0.554067094	1.4074793	1.666383854	2.233460977
1_121_2021	2021	1_121	1	121	1_121	E			1.1754	0.71864	0.17542	0.39151	474	20.201	14.724					281128461	281174809	137	5	4			3	Cold_Snap	Cold_Control	ASY	20.75	115	28.7	20	114	28.7								0.57367502	1.377320917	1.377141924	2.235320558
1_87_2021	2021	1_87	1	87	1_87	A	1.9		1.2371	0.74078	0.23709	0.34993	457	19.785	14.756					281174001		132	6	0			0	Cold_Snap		ASY	22	115	28.3											0.562005702	1.326372648	1.932718472	2.235553089
1_48_2020	2020	1_48	1	48	1_48	F			1.2596	0.79278	0.25962	0.26139	438	18.921	15.382					240150381		140	6	5	0	0	0	CortDose	Control	SY	22.5	114	27.5											0.580884055	1.235019862	1.915145258	2.236155634
1_134_2021	2021	1_134	1	134	1_134	E			1.1524	0.6923	0.1524	0.4444	426	20.733	14.366					281174009		159	5	0			1	Long_Control	None	SY	18	120	27.6											0.548934024	1.42640337	1.354974491	2.237975436
2_64_2021	2021	2_64	2	64	2_64	D			1.2079	0.74057	0.20793	0.35032	448	19.763	14.885					272108251	281128656	139	5	5			0	Cold_Snap	Cold_Cold	ASY	18.5	114	28.3	21	124	29.8								0.567439866	1.334121918	1.49198557	2.23829474
1_47_2021	2021	1_47	1	47	1_47	F			1.2059	0.76663	0.2059	0.3044	457	19.374	15.435					281178583		139	5	0			0	Cold_Snap		SY	18	119	28.4											0.568906776	1.266945868	1.616157948	2.23842812
2_93_2020	2020	2_93	2	93	2_93	B			1.206	0.68122	0.20595	0.46796	616	20.931	14.67					281128551		140	4	4	4	46.3	0	CortDose	Cort	ASY	22	114	29							2	2	0	4	0.571974218	1.446087099	1.523659788	2.238534793
2_19_2020	2020	2_19	2	19	2_19	A			1.2165	0.75263	0.21649	0.32867	537	19.557	15.199					281174510	281128631	142	5	5	5	39.6	0	CortDose	Control	SY	18.5	117	28.6	19.25	117	27.9				2	2	0	4	0.557229133	1.290945413	1.977559137	2.239397839
2_21_2021	2021	2_21	2	21	2_21	D			1.1478	0.71517	0.14777	0.39827	516	20.328	14.834					281128555		137	5	4			4	Carryover	Prev_Cort	ASY	23.5	116	28.7											0.55550066	1.387109973	1.168368028	2.241390932
2_37_2020	2020	2_37	2	37	2_37	A			1.2738	0.7199	0.2738	0.389	620	20.202	14.661					278171877	272106914	140	5	5	5	81.8	0	CortDose	Cort	ASY	21.5	116	28.6	22	124	28.7				1	3	0	4	0.577788884	1.372014239	1.685238589	2.242097013
1_34_2021	2021	1_34	1	34	1_34	A	1.7		1.1698	0.74864	0.1698	0.33575	422	19.689	14.714					281174128		133	6	0			0	Cold_Snap		SY	21	115	29.1				278172095	2020	1_303					0.558800035	1.317980026	1.555493934	2.243589403
2_66_2021	2021	2_66	2	66	2_66	E			1.1485	0.76997	0.14851	0.29875	484	19.339	15.124					281174804		138	5	0			0	Cold_Snap		SY	20.1	111	31.2											0.571258688	1.290420254	1.203512174	2.243854561
2_18_2021	2021	2_18	2	18	2_18	A	1.8		1.1923	0.77981	0.19229	0.28237	527	19.146	14.713					281174188	281128477	132	5	3			3	Cold_Snap	Cold_Control	ASY	23.5	115	29.3	19	112	28	278172231	2020	1_305					0.584643367	1.279885466	1.426553123	2.246098666
2_39_2021	2021	2_39	2	39	2_39	E			1.2086	0.80346	0.20865	0.24462	387	18.778	15.469					281174994		138	6	0			0	Cold_Snap		SY	18	110	27.9											0.568926339	1.219318781	1.765177263	2.246129201
2_52_2021	2021	2_52	2	52	2_52	B			1.2939	0.75936	0.29391	0.3169	481	19.422	15.304					281174122		158	4	0			4	Long_Control	None	SY	18.5	119	28.3				281174501	2020	2_48					0.598999741	1.27665656	1.734680608	2.247522209
2_10_2020	2020	2_10	2	10	2_10	A			1.1625	0.81024	0.16254	0.23421	435	18.678	15.44					281128553	278171892	139	6	4	4	47.5	0	CortDose	Cort	SY	22			19.25	121	28.8				1	3	0	4	0.568677284	1.214791473	1.391512516	2.248301424
2_66_2020	2020	2_66	2	66	2_66	D			1.1902	0.7872	0.1902	0.2704	629	19.022	15.345					278172163	272107774	142	4	4	4	35.7	0	CortDose	Control	ASY	22.5	119	29.3	20	120	28.3				1	3	0	4	0.572213459	1.243455472	1.401282669	2.249866436
2_119_2020	2020	2_119	2	119	2_119	F			1.2222	0.77035	0.22223	0.29811	477	19.275	15.152					281174507	281174703	140	6	6	5	52.2	0	CortDose	Cort	SY	21.5	115	28.7	17	124	28.6								0.572426264	1.269785052	1.570801202	2.250050783
2_74_2021	2021	2_74	2	74	2_74	E			1.2591	0.65134	0.25914	0.53531	458	21.626	14.413					281174501	281174519	134	6	6			5	Carryover	Prev_Cort	ASY	22.5	113	29	19	118	28.4								0.577961849	1.506424845	1.605537807	2.25059808
2_23_2021	2021	2_23	2	23	2_23	E	1.9		1.2061	0.7689	0.20608	0.30056	522	19.323	14.977					281128452	281174017	133	5	5			4	Cold_Snap	Cold_Cold	SY	21.5	121	27.5	18.25	119	26.3								0.597190162	1.288081322	1.353970412	2.25061235
1_17_2021	2021	1_17	1	17	1_17	A	1.7		1.2346	0.72972	0.23462	0.37038	470	20.04	14.832					281174135		132	6	0			0	Cold_Snap		SY	20.5	116	28.3				240150375	2020	1_437					0.572917344	1.339422877	1.621752323	2.252785783
1_348_2020	2020	1_348	1	348	1_348	F			1.2293	0.7532	0.22925	0.32768	466	19.499	15.13					278172096		139	6	4	0	0	0	Validation	BDA	ASY	25.5	110	28.1											0.586044157	1.291464436	1.559084561	2.253098784
2_66_2021	2021	2_66	2	66	2_66	B			1.1945	0.73454	0.19447	0.3614	498	19.975	14.949					281174804		138	5	0			0	Cold_Snap		SY	20.1	111	31.2											0.583458351	1.349449554	1.343609072	2.257228183
2_105_2020	2020	2_105	2	105	2_105	A			1.1678	0.8507	0.16781	0.1755	400	18.154	15.749					272107748	281174519	136	6	6	6	78.1	0	CortDose	Control	ASY	25	126	29.2	19	115	28.3				0	5	0	5	0.549788697	1.1595657	1.436732601	2.25778449
1_13_2021	2021	1_13	1	13	1_13	A	1.9		1.1768	0.7637	0.17678	0.30941	403	19.496	15.377					272108367	272107380	133	6	4			4	Cold_Snap	Cold_Cold	SY	24	118	29.1	20	118	27.2								0.565253217	1.288600778	1.488169409	2.258911143
2_51_2020	2020	2_51	2	51	2_51	E			1.1796	0.74323	0.17963	0.34548	536	19.819	15.359					281128555	281174523	142	5	5	5	62.2	0	CortDose	Cort	SY	20	115	28.6	20	115	29.2				1	4	0	5	0.562771542	1.302734411	1.590746827	2.259505343
2_51_2020	2020	2_51	2	51	2_51	A			1.2149	0.69452	0.21494	0.43984	563	20.716	14.55					281128555	281174523	142	5	5	5	62.2	0	CortDose	Cort	SY	20	115	28.6	20	115	29.2				1	4	0	5	0.597613986	1.436497118	1.344763306	2.260562611
1_12_2020	2020	1_12	1	12	1_12	F			1.2394	0.72449	0.23936	0.38028	515	20.115	14.925					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2								0.576597755	1.339181506	1.601450319	2.262837786
1_51_2021	2021	1_51	1	51	1_51	E			1.1479	0.83242	0.14788	0.20132	395	18.36	15.528					281128459	281174185	137	5	5			4	Cold_Snap	Cold_Cold	ASY	22	113	28.9	18.5	117	29.2								0.567404152	1.191562254	1.402276928	2.263428283
2_38_2021	2021	2_38	2	38	2_38	C			1.2287	0.68059	0.22866	0.46931	463	21.042	14.553					278171877		136	6	0			0	Carryover	Prev_Cort	ASY	22.5	116	28.8											0.584793111	1.447944202	1.571888633	2.263613624
2_110_2020	2020	2_110	2	110	2_110	C			1.2772	0.67319	0.27724	0.48547	528	21.094	14.702					281174513	281174107	142	6	6	6	45.9	0	CortDose	Cort	ASY	19.5	113	28.7	18.5	120	29				3	3	0	6	0.589891558	1.448431863	1.786116099	2.264503294
1_51_2021	2021	1_51	1	51	1_51	A			1.2005	0.76203	0.2005	0.31229	416	19.497	15.09					281128459	281174185	137	5	5			4	Cold_Snap	Cold_Cold	ASY	22	113	28.9	18.5	117	29.2								0.584392452	1.292923293	1.438813128	2.26710038
1_105_2020	2020	1_105	1	105	1_105	E			1.2068	0.75874	0.20676	0.31797	493	19.608	15.274					240150383		144	5	4	4	27.7	0	CortDose	Cort	SY	20	112	27.6							0	2	2	2	0.570836722	1.302522525	1.414855861	2.267663219
1_303_2020	2020	1_303	1	303	1_303	F			1.1482	0.73231	0.14818	0.36554	536	20.21	15.117					278172095	240151291	136	6	6	0	0	0	Validation	BDA	ASY	24	123	27.6	21	115	28.4								0.559793517	1.36074068	1.075591751	2.270870095
1_80_2021	2021	1_80	1	80	1_80	G	2.1		1.3029	0.7246	0.3029	0.3801	377	20.27	15.079					281128559	272107634	130	7	4			3	Carryover	Prev_Control	ASY	24.5	116	29.5											0.563193854	1.355750838	1.861246927	2.272014815
